smiles,IC50
CCOC(=O)C(O)=CC(=O)C=CC1=CC=CN1CC2=CC=C(F)C(F)=C2,600
CCOC(=O)C(O)=CC(=O)C1=CN(CC2=CC=C(F)C=C2)C=C1C3=CC=CC=C3,420
CCOC(=O)C(O)=CC(=O)C1=CC=CN1CC2=CC=C(F)C=C2,510
CCOC(=O)C(O)=CC(=O)C1=CC(=CN1CC2=CC=C(F)C=C2)C3=CC=CC=C3,790
OC(=O)C(O)=CC(=O)C1=CN(CC2=CC=C(F)C=C2)C=C1C3=CC=CC=C3,22
OC(=O)C(O)=CC(=O)C=1C=CN(CC2=CC=C(F)C=C2)C1,24
NC(=CC(=O)C1=CN(CC2=CC=C(F)C=C2)C=C1C3=CC=CC=C3)C(O)=O,43
OC(=O)C(O)=CC(=O)C=CC1=CC(=CN1CC2=CC=CC=C2)C(=O)C3=CC=C(F)C=C3,63
OC(=O)C(O)=CC(=O)C=CC1=CC(=CN1C2=CC=CC=C2)C(=O)C3=CC=C(F)C=C3,590
OC(=O)C(O)=CC(=O)C=CC1=CC(=CN1CC2=CC=C(F)C=C2)C3=CC=CC=C3,66
OC(=O)C(O)=CC(=O)C=CC1=CN(CC2=CC=C(F)C=C2)C=C1C3=CC=CC=C3,730
OC(=O)C(=O)CC(=O)C1=CC=CN1CC2=CC=C(F)C=C2,57
OC(=O)C(O)=CC(=O)C1=CC(=CN1CC2=CC=C(F)C=C2)C3=CC=CC=C3,19
OC(=CC(=O)C1=CC=CN1CC2=CC=C(F)C=C2)C=3N=CNN3,110
OC1=C2C(=O)N3CCCOC3CN2C=C(C(=O)NCC4=CC=C(F)C=C4)C1=O,2
CN1C2=CC(CC3=CC=C(F)C=C3)=CN=C2C(O)=C(C(=O)NCCO)C1=O,3
OC1=C2C(=O)N3CCCN3CC2=CC4=CC(CC5=CC=CC(Cl)=C5F)=CN=C14,16
OC1=C2C(=O)N3CCCN3CC2=C(C#N)C4=CC(CC5=CC=CC(Cl)=C5F)=CN=C14,2.2
OC1=C2C(=O)N3CCCC3CC2=C(C#N)C4=CC(CC5=CC=CC(Cl)=C5F)=CN=C14,7
OC1=C2C(=O)N3CCCC3CC2=C(C#N)C4=CC(CC5=CC=CC(Cl)=C5F)=CN=C14,14
OC1=C2C(=O)N3CCCCC3C2=C(C#N)C4=CC(CC5=CC=CC(Cl)=C5F)=CN=C14,15
OC1=C2C(=O)N3CCCCC3C2=C(C#N)C4=CC(CC5=CC=CC(Cl)=C5F)=CN=C14,18
OC1=C2C(=O)N3CCCC3C2=C(C#N)C4=CC(CC5=CC=CC(Cl)=C5F)=CN=C14,5
OC1=C2C(=O)N3CCCC3C2=C(C#N)C4=CC(CC5=CC=CC(Cl)=C5F)=CN=C14,10
NC(=O)C1=C2CC3CCCN3C(=O)C2=C(O)C4=NC=C(CC5=CC=CC(Cl)=C5F)C=C14,8
NC(=O)C1=C2CC3CCCN3C(=O)C2=C(O)C4=NC=C(CC5=CC=CC(Cl)=C5F)C=C14,3
NC(=O)C1=C2C3CCCCN3C(=O)C2=C(O)C4=NC=C(CC5=CC=CC(Cl)=C5F)C=C14,0.7
NC(=O)C1=C2C3CCCCN3C(=O)C2=C(O)C4=NC=C(CC5=CC=CC(Cl)=C5F)C=C14,0.6
OC1=C2C(=O)N3CCCN3CC2=CC4=CC(CC5=CC=CC(Cl)=C5F)=CN=C14,136
OC1=C2C(=O)N3CCCN3CC2=C(C#N)C4=CC(CC5=CC=CC(Cl)=C5F)=CN=C14,415
OC1=C2C(=O)N3CCCC3CC2=C(C#N)C4=CC(CC5=CC=CC(Cl)=C5F)=CN=C14,66
OC1=C2C(=O)N3CCCCC3C2=C(C#N)C4=CC(CC5=CC=CC(Cl)=C5F)=CN=C14,457
OC1=C2C(=O)N3CCCC3C2=C(C#N)C4=CC(CC5=CC=CC(Cl)=C5F)=CN=C14,294
NC(=O)C1=C2CC3CCCN3C(=O)C2=C(O)C4=NC=C(CC5=CC=CC(Cl)=C5F)C=C14,30
NC(=O)C1=C2CC3CCCN3C(=O)C2=C(O)C4=NC=C(CC5=CC=CC(Cl)=C5F)C=C14,15
NC(=O)C1=C2C3CCCCN3C(=O)C2=C(O)C4=NC=C(CC5=CC=CC(Cl)=C5F)C=C14,1
NC(=O)C1=C2C3CCCCN3C(=O)C2=C(O)C4=NC=C(CC5=CC=CC(Cl)=C5F)C=C14,2
CCCCCCNC(=O)C1C(=O)N(O)C(=O)C2=CC=CC=C12,195
CCCCNC(=O)C1C(=O)N(O)C(=O)C2=CC=CC=C12,480
ON1C(=O)C(C(=O)NC2CCCCC2)C3=CC=CC=C3C1=O,700
CCCCCNC(=O)C1C(=O)N(O)C(=O)C2=CC=CC=C12,530
CCCCCCNC(=O)C1C(=O)N(O)C(=O)C2=CC=CC=C12,85
CCCCCCCNC(=O)C1C(=O)N(O)C(=O)C2=CC=CC=C12,860
CCCCCNC(=O)C1C(=O)N(O)C(=O)C2=CC=CC=C12,650
CCCCCCNC(=O)C1C(=O)N(O)C(=O)C2=CC=CC=C12,510
CCCCNC(=O)C1C(=O)N(O)C(=O)C2=CC=CC=C12,660
CC(CC1=CC=C(O)C(O)=C1)(C(O)=O)C(C)(CC2=CC=C(O)C(O)=C2)C([O-])=O,230
OC1=C(N=CC2=CC=CN=C12)C(=O)C3=CC=CC(CC4=CC=CC=C4)=C3,40
OC(=O)C(=O)CC(=O)C1=CC=CN1CC2=CC=C(F)C=C2,126
OC(=O)C1=CC(O)=C(O)C(OC(=O)C2=CC(O)=C(O)C(O)=C2)=C1,600
OC1=CC=C2OC3=CC=C(CC4=CC=CC=C4)C=C3C(=O)C2=C1O,600
[O-]C(=O)C(=O)CC(=O)C1=CC=C2C(CCC(N=[N+]=[N-])C2=C1)N=[N+]=[N-],320
OC1=CC=CC=C1C(=O)NNC(=O)C2=CC=CC=C2O,700
OC1=C(C=CC2=CC=CN=C12)C(=O)C3=CC=CC(CC4=CC=CC=C4)=C3,370
OC1=CC=C(C=CC(=O)NCC(OC(=O)C=CC2=CC=C(O)C(O)=C2)C([O-])=O)C=C1O,370
CC1C=C(NC(=O)C2=CC(NC(=O)C3=CC(=CC3C)N(C)C(=O)C4=CC=C(C=C4)C(=O)N(C)C5=CC(C)C(=C5)C(=O)NC6=CC(C)C(=C6)C(=O)NC7=CC(C)C(=C7)C(=O)NCCCN(C)C)=CC2C)C=C1C(=O)NCCCN(C)C,70
[O-]C(=O)C(=O)CC(=O)C1=CC=C2C(CC(N=[N+]=[N-])C2=C1)N=[N+]=[N-],360
OC1=C(N=CC2=CC=CN=C12)C(=O)C3=CC(CN4CCCS4(=O)=O)=CC(CC5=CC=CC=C5)=C3,10
COC1=CC=C(C=C2C(=C)NN(C(=O)C3=CC=CC=C3O)C2=O)C=C1,600
CC1C=C(NC(=O)C2=CC(NC(=O)C3=CC(NC(=O)C4=CC=C(C=C4)C(=O)NC5=CC(C)C(=C5)C(=O)NC6=CC(C)C(=C6)C(=O)NC7=CC(C)C(=C7)C(=O)NCCC(N)=N)=CC3C)=CC2C)C=C1C(=O)NCCC(N)=N,90
CC(CCC(O)=O)C1CCC2C3C(CC4CC(CCC4(C)C3CC(OC(=O)C=CC5=CC=C(O)C(O)=C5)C12C)OC(=O)C=CC6=CC=C(O)C(O)=C6)OC(=O)C=CC7=CC=C(O)C(O)=C7,970
[O-]C(=O)C(=O)CC(=O)C1=CC=C(CN=[N+]=[N-])C(CN=[N+]=[N-])=C1,260
OC1=CC=C2C(O)=C(C(C3=CC=C(C=C3)C(C4=C(O)C5=CC=C(O)C=C5OC4=O)C6=C(O)C7=CC=C(O)C=C7OC6=O)C8=C(O)C9=CC=C(O)C=C9OC8=O)C(=O)OC2=C1,330
CC1C=C(NC(=O)C2=CC(NC(=O)C3=CC(NC(=O)C4=CC=C(N=C4)C(=O)NC5=CC(C)C(=C5)C(=O)NC6=CC(C)C(=C6)C(=O)NC7=CC(C)C(=C7)C(=O)NCCC(N)=N)=CC3C)=CC2C)C=C1C(=O)NCCC(N)=N,100
OC(=O)C(=O)CC(=O)C1=CC(OCC2=CC=CC=C2)=CC(OCC3=CC=CC=C3)=C1,59
OC1=CC=C(C=C1O)C=2OC3=CC(O)=C(O)C(O)=C3C(=O)C2O,800
CC(=O)NC1=CC(=CC2=CC(=CC(O)=C12)S(O)(=O)=O)S(O)(=O)=O,470
OC1=CC=C(C=C1O)C=2OC3=CC(O)=C(O)C(O)=C3C(=O)C2O,800
OC1CC(O)(CC(OC(=O)C=CC2=CC=C(O)C(O)=C2)C1OC(=O)C=CC3=CC=C(O)C(O)=C3)C(O)=O,700
OC(=O)C1=CC(O)=C(O)C(OC(=O)C2=CC(O)=C(O)C(O)=C2)=C1,600
OC1=CC=C(C=C2COCC(=CC3=CC=C(O)C(O)=C3)C2=O)C=C1O,200
OC1=CC=C(C=C2CCCC(=CC3=CC=C(O)C(O)=C3)C2=O)C=C1O,900
OC1=CC=C(C=CC(=O)CC(=O)C=CC2=CC=C(O)C(O)=C2)C=C1O,700
OC1=CC=C(C=CC(=O)C2=CC=CC(=C2)C(=O)C=CC3=CC=C(O)C(O)=C3)C=C1O,800
OC1=CC=C(C=C2CCC(=CC3=CC=C(O)C(O)=C3)C2=O)C=C1O,1000
NC1=NN=CN1,170
OC1=CC=C(C=CC(=O)C=CC2=CC=C(O)C(O)=C2)C=C1O,600
OC1=CC=C(C=C2C[NH2+]CC(=CC3=CC=C(O)C(O)=C3)C2=O)C=C1O,200
OC1=CC=C(C=C2CSCC(=CC3=CC=C(O)C(O)=C3)C2=O)C=C1O,200
OC(=O)C(OC(=O)C1=CC=C(O)C(O)=C1)C(OC(=O)C2=CC=C(O)C(O)=C2)C(O)=O,430
OC1CC(O)(CC(OC(=O)C=CC2=CC=C(O)C(O)=C2)C1OC(=O)C=CC3=CC=C(O)C(O)=C3)C(O)=O,600
OC(=O)C(OC(=O)C=CC1=CC=C(O)C(O)=C1)C(OC(=O)C=CC2=CC=C(O)C(O)=C2)C(O)=O,80
OC(=O)C(COC(=O)C=CC1=CC=C(O)C(O)=C1)OC(=O)C=CC2=CC=C(O)C(O)=C2,520
OC(=O)C(OC(=O)C1=CC(O)=C(O)C(O)=C1)C(OC(=O)C2=CC(O)=C(O)C(O)=C2)C(O)=O,970
OC(=O)C(OC(=O)C=CC1=CC=C(O)C(O)=C1)C(OC(=O)C=CC2=CC=C(O)C(O)=C2)C(O)=O,180
OC(=O)C(OC(=O)CC1=CC=C(O)C(O)=C1)C(OC(=O)CC2=CC=C(O)C(O)=C2)C(O)=O,880
OC(=O)C(OC(=O)C=CC1=CC=C(O)C(O)=C1)C(OC(=O)C=CC2=CC=C(O)C(O)=C2)C(O)=O,70
COC(=O)OC1(CC(OC(=O)C=CC2=CC=C(O)C(O)=C2)C(O)C(C1)OC(=O)C=CC3=CC=C(O)C(O)=C3)C(O)=O,800
OC(=O)C1=CC=C2C=CC(C=CC3=CC(O)=C(O)C(O)=C3)=NC2=C1O,300
CN(C)C1C2CC3C(C(=O)C2C(=O)C(C(=O)NCN4CCN(CC4)C(N)=NC(N)=N)C1=O)C(=O)C5=C(C)C=CC=C5C3(C)O,300
OC1=CC(O)=C2C(=C1)OC(C3=CC(O)=C(O)C(O)=C3)=C(O)C2=O,600
OC(CCC1=CC=C(O)C(O)=C1)CC(=O)OC2CC3=CC(O)=C(O)C=C3OC2C4=CC=C(O)C(O)=C4,1000
COC1=CC=CC=2C(=O)C3=C(O)C=4CC(O)(CC(OC5CC(N)C(O)C(C)O5)C4C(O)=C3C(=O)C12)C(=O)CO,900
OC1=CC=C(C=C1O)C=2OC3=CC(O)=C(O)C(O)=C3C(=O)C2O,600
OC1=CC=C2C(=O)C3=C(O)C=CC(O)=C3C(=O)C2=C1O,1000
OC1CC(CC(OC(=O)C=CC2=CC=C(O)C(O)=C2)C1O)(OC(=O)C=CC3=CC=C(O)C(O)=C3)C(O)=O,680
OC(=O)C(OC(=O)C=CC1=CC=C(O)C(O)=C1)C(OC(=O)C=CC2=CC=C(O)C(O)=C2)C(O)=O,150
OC(=O)C(OC(=O)C=CC1=CC=C(O)C(O)=C1)C(OC(=O)C=CC2=CC=C(O)C(O)=C2)C(O)=O,130
OC1=CC=C(CCC(=O)C2=CC=C(O)C(O)=C2O)C=C1O,1000
CN(C)C1C2CC3C(C(=O)C2C(=O)C(C(=O)NCNC(CO)(CO)CO)C1=O)C(=O)C4=C(C)C=CC=C4C3(C)O,500
OC1C(CC(O)(CC1OC(=O)C=CC2=CC=C(O)C(O)=C2)C(O)=O)OC(=O)C=CC3=CC=C(O)C(O)=C3,660
OC1C(CC(O)(CC1OC(=O)C=CC2=CC=C(O)C(O)=C2)C(O)=O)OC(=O)C=CC3=CC=C(O)C(O)=C3,640
CN(C)C1C2CC3C(C(=O)C2C(=O)C(C(=O)NCN4CCN(CC4)C(N)=NC(N)=N)C1=O)C(=O)C5=C(C)C=CC=C5C3(C)O,900
OC(=O)C(=O)CC(=O)C1=CC=CC(OCC2=CC=CC=C2)=C1,350
OC(=O)C(=O)CC(=O)C1=CC(OCC2=CC=CC=C2)=CC(OCC3=CC=CC=C3)=C1,480
ClC1=CC=C2NC=C(C(=O)CC(=O)C3=NN=NN3)C2=C1,650
OC(=O)C(=O)CC(=O)C1=CNC2=CC=C(Cl)C=C12,520
OC(=O)C(=O)CC(=O)C1=CC=CC1,810
OC(=O)C(=O)CC(=O)C1=CNC2=CC=C(Cl)C=C12,400
OC(=O)C(=O)CC(=O)C1=CNC2=CC=C(Cl)C=C12,80
OC(=O)C(=O)CC(=O)C1=CC=CN1CC2=CC=C(F)C=C2,300
OC(=O)C(=O)CC(=O)C1=CC=CN1CC2=CC=C(F)C=C2,20
OC(=O)C(=O)CC(=O)CC(=O)C1=CC=CC=C1Cl,200
OC(=O)C(=O)CC(=O)CC(=O)C1=CC=CC=C1Cl,600
OC(=O)C(=O)CC(=O)CC(=O)C1=CC=CC=C1Cl,1000
OC(=O)C(=O)CC(=O)CCC1=CC=C(Cl)C(Cl)=C1,10
OC(=O)C(=O)CC(=O)CC(=O)C1=CC=CC2=CC=CC=C12,600
CN(C)S(=O)(=O)C1=CC(F)=CC=C1CNC(=O)C=2N=C3N(CCCC34CCCC4)C(=O)C2O,6
OC1=C(N=C2N(CCCC23CCCC3)C1=O)C(=O)NCC4=CC=C(F)C=C4,3
CC1(C)OCCN2C1=NC(C(=O)NCC3=CC=C(F)C=C3N4CCCCS4(=O)=O)=C(O)C2=O,9
CN(C)S(=O)(=O)C1=C(CNC(=O)C=2N=C3N(CCOC3(C)C)C(=O)C2O)C=CC(F)=C1F,10
CC1(C)OCCN2C1=NC(C(=O)NCC3=CC=C(F)C=C3S(C)(=O)=O)=C(O)C2=O,6
CNC(=O)C1=CC(F)=CC=C1CNC(=O)C=2N=C3N(CCOC3(C)C)C(=O)C2O,11
CC1(C)OCCN2C1=NC(C(=O)NCC3=CC=C(F)C=C3N4CCOCC4)=C(O)C2=O,5
CC1(C)OCCN2C1=NC(C(=O)NCC3=CC=C(F)C=C3Cl)=C(O)C2=O,10
CC1=CC(F)=CC=C1CNC(=O)C=2N=C3N(CCOC3(C)C)C(=O)C2O,2
CC1(C)OCCN2C1=NC(C(=O)NCC3=CC=C(F)C(Cl)=C3)=C(O)C2=O,3
CC1=CC(CNC(=O)C=2N=C3N(CCOC3(C)C)C(=O)C2O)=CC=C1F,3
CC1(C)OCCN2C1=NC(C(=O)NCC3=CC=C(F)C=C3)=C(O)C2=O,3
OC1=C(N=C2N(CCCC23CCCC3)C1=O)C(=O)NCC4=CC=C(F)C=C4N5CCCCS5(=O)=O,5
OC1=C(N=C2N(CCCC23CCCC3)C1=O)C(=O)NCC4=CC=C(F)C=C4S(=O)(=O)N5CCOCC5,11
CS(=O)(=O)C1=CC(F)=CC=C1CNC(=O)C=2N=C3N(CCCC34CCCC4)C(=O)C2O,4
CC1=CC(CNC(=O)C=2N=C3N(CCCC34CCCC4)C(=O)C2O)=CC=C1F,2
CC1=NN=C(O1)C(=O)NC(C)(C)C2=NC(C(=O)NCC3=CC=C(F)C=C3)=C(O)C(=O)N2C,650
OC1CC(O)(CC(OC(=O)C=CC2=CC=C(O)C(O)=C2)C1OC(=O)C=CC3=CC=C(O)C(O)=C3)C(O)=O,790
OC1CC(O)(CC(OC(=O)C=CC2=CC=C(O)C(O)=C2)C1OC(=O)C=CC3=CC=C(O)C(O)=C3)C(O)=O,250
OC1CC(O)(CC(OC(=O)C=CC2=CC=C(O)C(O)=C2)C1OC(=O)C=CC3=CC=C(O)C(O)=C3)C(O)=O,460
OC1CC(O)(CC(OC(=O)C=CC2=CC=C(O)C(O)=C2)C1OC(=O)C=CC3=CC=C(O)C(O)=C3)C(O)=O,540
[O-]C1=C(N=C(N2CCCCS2(=O)=O)C3=CC=CN=C13)C(=O)[N-]CC4=CC=C(F)C=C4,10
CC(C)OC1=CC=C(CC2=CC=CC=C2)C=C1C(=O)[CH-]C(=O)C([O-])=O,50
OC1=CC=C(C=CC(=O)C=CC2=CC=C(O)C(O)=C2)C=C1O,603
OC1=CC=C(C=CC(=O)C2=CC=CC(=C2)C(=O)C=CC3=CC=C(O)C(O)=C3)C=C1O,794
OC1=CC=C(C=C2CCC(=CC3=CC=C(O)C(O)=C3)C2=O)C=C1O,1000
OC1=CC=C(C=C2CCCC(=CC3=CC=C(O)C(O)=C3)C2=O)C=C1O,891
OC1=CC=C(C=C2COCC(=CC3=CC=C(O)C(O)=C3)C2=O)C=C1O,200
OC1=CC=C(C=C2CNCC(=CC3=CC=C(O)C(O)=C3)C2=O)C=C1O,200
OC1=CC=C(C=CC(=O)CC(=O)C=CC2=CC=C(O)C(O)=C2)C=C1O,708
OC1=CC=C(C=C2CSCC(=CC3=CC=C(O)C(O)=C3)C2=O)C=C1O,200
COC1=CC=C(CN2C(=O)C3=C(C2=O)C(=O)C=4NC=CNC4C3=O)C=C1,562
FC1=CC(F)=CC(CN2C(=O)C3=C(C2=O)C(=O)C=4NC=CNC4C3=O)=C1,372
CC1=CSC(=C1)C2=CC=CC(CN3C(=O)C4=C(C3=O)C(=O)C=5NC=CNC5C4=O)=C2,676
ClC1=CC=C(CN2C(=O)C3=C(C2=O)C(=O)C=4NC=CNC4C3=O)C=C1,417
COC1=CC=CC(CN2C(=O)C3=C(C2=O)C(=O)C=4NC=CNC4C3=O)=C1OC,427
FC1=CC=CC=C1C2=CC=CC(CN3C(=O)C4=C(C3=O)C(=O)C=5NC=CNC5C4=O)=C2,501
OC1=C2C(=O)N(CC3=CC=CC(Br)=C3)C(=O)C2=C(O)C4=NC=CC=C14,380
COC1=CC=C(CN2C(=O)C3=C(C2=O)C(=O)C=4NC=CNC4C3=O)C(OC)=C1,427
ClC1=CC=CC(CN2C(=O)C3=C(C2=O)C(=O)C=4NC=CNC4C3=O)=C1,219
BrC1=CC=CC=C1CN2C(=O)C3=C(C2=O)C(=O)C=4NC=CNC4C3=O,631
FC1=CC=CC=C1C2=CC=C(CN3C(=O)C4=C(C3=O)C(=O)C=5NC=CNC5C4=O)C=C2,1000
FC1=CC=C(CN2C(=O)C3=C(C2=O)C(=O)C=4NC=CNC4C3=O)C=C1,417
COC1=CC=CC=C1CN2C(=O)C3=C(C2=O)C(=O)C=4NC=CNC4C3=O,813
FC1=CC=CC(CN2C(=O)C3=C(C2=O)C(=O)C=4NC=CNC4C3=O)=C1,562
CC1=CC=C2C(O)=C3C(=O)N(CC4=CC=CC(Br)=C4)C(=O)C3=C(O)C2=N1,257
FC(F)(F)C1=CC=CC(CN2C(=O)C3=C(C2=O)C(=O)C=4NC=CNC4C3=O)=C1,427
ClC1=CC(Cl)=CC(CN2C(=O)C3=C(C2=O)C(=O)C=4NC=CNC4C3=O)=C1,186
O=C1N(CC2=CC=C3OCOC3=C2)C(=O)C4=C1C(=O)C=5NC=CNC5C4=O,562
FC1=CC(Br)=CC=C1CN2C(=O)C3=C(C2=O)C(=O)C=4NC=CNC4C3=O,437
COC1=CC=C(OC)C(CN2C(=O)C3=C(C2=O)C(=O)C=4NC=CNC4C3=O)=C1,776
BrC1=CC=CC(CN2C(=O)C3=C(C2=O)C(=O)C=4NC=CNC4C3=O)=C1,209
ClC1=CC=C(CN2C(=O)C3=C(C2=O)C(=O)C=4NC=CNC4C3=O)C=C1Cl,112
FC1=CC=C(Br)C=C1CN2C(=O)C3=C(C2=O)C(=O)C=4NC=CNC4C3=O,355
FC1=CC=C(CN2C(=O)C3=C(C2=O)C(=O)C=4NC=CNC4C3=O)C=C1Cl,178
COC(=O)C1=C(NC2=CC=CC(=C2)C3=CC=C(OC)C(OC)=C3)C4=NC=CN=C4N(O)C1=O,220
CC1=NN=C(O1)C(=O)NC(C)(C)C2=NC(C(=O)NCC3=CC=C(F)C=C3)=C(O)C(=O)N2C,200
COC(=O)C1=C(NC2=CC=CC(=C2)C3=CC=CC(=C3)C#N)C4=NC=CN=C4N(O)C1=O,250
OC(=O)C(OC(=O)C=CC1=CC=C(O)C(O)=C1)C(OC(=O)C=CC2=CC=C(O)C(O)=C2)C(O)=O,34
CN(C)CCCNC(=O)C1=CC=C2N=C(NC2=C1)C3=CC=C4N=C(CNC(=O)CCCCCCCCCCCC(=O)NCC5=NC6=CC=C(C=C6N5)C7=NC8=CC=C(C=C8N7)C(=O)NCCCN(C)C)NC4=C3,60
CCC1=CC=CC=C1SC2=CC(=O)N(O)C(=O)N2,750
ON1C(=O)C=C(SC2=CC=C(C=C2)C3=CC=C(F)C=C3)NC1=O,1000
COC1=CC=CC(=C1)C2=CC=C(SC3=CC(=O)N(O)C(=O)N3)C=C2,1000
CC1=NN=C(O1)C(=O)NC(C)(C)C2=NC(C(=O)NCC3=CC=C(F)C=C3)=C(O)C(=O)N2C,650
ON1C(=O)C=C(SC2=CC=CC=C2C(F)(F)F)NC1=O,880
ON1C(=O)C=C(SC2=CC=CC(F)=C2)NC1=O,490
ON1C(=O)C=C(SC2=CC=CC=C2F)NC1=O,770
ON1C(=O)C=C(SC2=CC=CC(Cl)=C2)NC1=O,590
CC1=CC=C(C=C1)C2=CC=C(SC3=CC(=O)N(O)C(=O)N3)C=C2,1000
ON1C(=O)C=C(SC2=CC=C(C=C2)C3=CC=C(C=C3)C(F)(F)F)NC1=O,1000
ON1C(=O)C=C(SC2=CC=C(C=C2)C3=CC=C(Cl)C=C3)NC1=O,1000
OC1=CC=C(C=C1)C2=CC=C(SC3=CC(=O)N(O)C(=O)N3)C=C2,170
COC1=CC=C(C=C1OC)C2=CC=C(SC3=CC(=O)N(O)C(=O)N3)C=C2,330
ON1C(=O)C=C(SC2=CC=CC(=C2)C3=CC=CC(=C3)C(F)(F)F)NC1=O,1000
ON1C(=O)C=C(SC2=CC=CC(=C2)C3=CC=CC(F)=C3)NC1=O,240
ON1C(=O)C=C(SC2=CC=CC(=C2)C3=CC=C(Cl)C=C3)NC1=O,1000
ON1C(=O)C=C(SC2=CC=CC(=C2)C3=CC=C(F)C=C3)NC1=O,140
COC1=CC=C(C=C1F)C2=CC=C(SC3=CC(=O)N(O)C(=O)N3)C=C2,140
ON1C(=O)C=C(SC2=CC=CC(=C2)C(F)(F)F)NC1=O,880
ON1C(=O)C=C(SC2=CC=C(Cl)C=C2)NC1=O,640
ON1C(=O)C=C(SC2=CC=CC3=CC=CC=C23)NC1=O,790
ON1C(=O)C=C(SC2=CC=C(C=C2)C3=CC=CC(F)=C3)NC1=O,1000
ON1C(=O)C=C(SC2=CC=CC(=C2)C3=CC=C(C=C3)C(F)(F)F)NC1=O,140
ON1C(=O)C=C(SC2=CC=CC(=C2)C3=CC=C(F)C(Cl)=C3)NC1=O,1000
CC1CCOC2CN3C=C(C(=O)NCC4=CC=C(F)C=C4F)C(=O)C(O)=C3C(=O)N12,68
OC(=O)C(=O)CC(=O)C1=CC=C2C=CC3=CC=CC4=CC=C1C2=C34,530
OC(=CC(=O)C1=CC=C(CC2=CC=C(F)C=C2)O1)C=3N=CNN3,600
OC(=O)C(=O)CC(=O)C1=CC2=CC=CC=C2C3=CC=CC=C13,380
OC(=O)C1=CC=C(C=C1)N=NC2=C(O)C3=CC=C(NC(=O)NC4=CC=C5C(O)=C(N=NC6=CC=C(C=C6)C(O)=O)C(=CC5=C4)S(O)(=O)=O)C=C3C=C2S(O)(=O)=O,700
OC(=O)C(O)=CC(=O)C1=CC=CC(CC2=CC=CC=C2)=C1,93
OC1=NC(S)=NC=2OC3=NC(S)=NC(O)=C3C(C4=CC=C(C=C4)[N+]([O-])=O)C12,300
OC1=NC(=NC(C(=O)NCC2=CC=CC=C2F)=C1O)C3=CC=CS3,160
OC1=NC(=NC(C(=O)NCC2=CC=C(Cl)C=C2)=C1O)C3=CC=CS3,20
COC1=CC=CC(CNC(=O)C2=NC(=NC(O)=C2O)C3=CC=CS3)=C1,50
OC1=NC(=NC(C(=O)NC2=CC=CC3=CC=CC=C23)=C1O)C4=CC=CS4,30
OC1=NC(=NC(C(=O)NCC2=CC=C(Cl)C(Cl)=C2)=C1O)C3=CC=CS3,10
OC1=NC(=NC(C(=O)NC2=CC3=CC=CC=C3S2)=C1O)C4=CC=CS4,10
OC1=NC(=NC(C(=O)NCC2=CC=CC(=C2)C3=CC=CC=C3)=C1O)C4=CC=CS4,50
OC1=NC(=NC(C(=O)NCCC2=CC=CC=C2)=C1O)C3=CC=CS3,20
CC1=CC=C(CNC(=O)C2=NC(=NC(O)=C2O)C3=CC=CS3)C=C1,70
CC1=CC=CC=C1CNC(=O)C2=NC(=NC(O)=C2O)C3=CC=CS3,110
OC1=NC(=NC(C(=O)NC2=NC=CS2)=C1O)C3=CC=CS3,200
OC1=NC(=NC(C(=O)NC2CCC3=CC=CC=C23)=C1O)C4=CC=CS4,20
CC1=CC=CC(CNC(=O)C2=NC(=NC(O)=C2O)C3=CC=CS3)=C1,40
CC(NC(=O)C1=NC(=NC(O)=C1O)C2=CC=CS2)C3=CC=C4C=CC=CC4=C3,40
OC1=NC(=NC(C(=O)NC2=CC=CC=C2)=C1O)C3=CC=CS3,1000
OC1=NC(=NC(C(=O)NC2=CC=CS2)=C1O)C3=CC=CS3,100
CN(C(=O)C1=NC(=NC(O)=C1O)C2=CC=CS2)C3=CC=CC4=CC=CC=C34,210
COC1=CC=CC=C1CNC(=O)C2=NC(=NC(O)=C2O)C3=CC=CS3,90
OC1=NC(=NC(C(=O)NCC2=CC=C(F)C=C2)=C1O)C3=CC=CS3,10
OC1=NC(=NC(C(=O)NCC2=CC=CC=C2C3=CC=CC=C3)=C1O)C4=CC=CS4,130
OC1=NC(=NC(C(=O)NCC2=CC=CC(F)=C2)=C1O)C3=CC=CS3,70
OC1=NC(=NC(C(=O)NC2=CSC3=CC=CC=C23)=C1O)C4=CC=CS4,50
OC1=NC(=NC(C(=O)NC2CCC3=CC=CC=C23)=C1O)C4=CC=CS4,610
OC1=NC(=NC(C(=O)NCC2=CNC3=CC=CC=C23)=C1O)C4=CC=CS4,20
CC(NC(=O)C1=NC(=NC(O)=C1O)C2=CC=CS2)C3=CC=C4C=CC=CC4=C3,610
COC1=CC=C(CNC(=O)C2=NC(=NC(O)=C2O)C3=CC=CS3)C=C1,550
OC1=NC(=NC(C(=O)NCC2=CC=CC=C2)=C1O)C3=CC=CS3,85
OC1=CC(=O)N2C=CN(CC3=CC=C(F)C=C3)C(=O)C2=C1O,40
OC1=CC(=O)N2CCN(CC3=CC=C(F)C(Cl)=C3)C(=O)C2=C1O,40
OC=1C(O)=C2C(=O)N(CC3=CC=C(F)C=C3)CCN2C(=O)C1C#N,20
OC=1C(O)=C2C(=O)N(CC3=CC=C(F)C=C3)CCN2C(=O)C1I,20
OC1=CC(=O)N2CCN(CC3=CC=CC(Cl)=C3)C(=O)C2=C1O,40
