smiles,IC50
CCC(C)C(N)C(=O)NC(CC(C)C)C(=O)N1CCCC1C(=O)NC(CC2=CNC3=CC=CC=C23)C(=O)NC(CCCCN)C(=O)NC(CC4=CNC5=CC=CC=C45)C(=O)N6CCCC6C(=O)NC(CC7=CNC8=CC=CC=C78)C(=O)NC(CC9=CNC%10=CC=CC=C9%10)C(=O)N%11CCCC%11C(=O)NC(CC%12=CNC%13=CC=CC=C%12%13)C(=O)N%14CCCC%14C(=O)N%15CCCC%15C(=O)NCCCCC(NC(=O)C%16CCCN%16C(=O)C%17CCCN%17C(=O)C(CC%18=CNC%19=CC=CC=C%18%19)NC(=O)C%20CCCN%20C(=O)C(CC%21=CNC%22=CC=CC=C%21%22)NC(=O)C(CC%23=CNC%24=CC=CC=C%23%24)NC(=O)C%25CCCN%25C(=O)C(CC%26=CNC%27=CC=CC=C%26%27)NC(=O)C(CCCCN)NC(=O)C(CC%28=CNC%29=CC=CC=C%28%29)NC(=O)C%30CCCN%30C(=O)C(CC(C)C)NC(=O)C(N)C(C)CC)C(N)=O,2300
CCC(C)C(N)C(=O)NC(CC(C)C)C(=O)N1CCCC1C(=O)NC(CC2=CNC3=CC=CC=C23)C(=O)NC(CCCCN)C(=O)NC(CC4=CNC5=CC=CC=C45)C(=O)N6CCCC6C(=O)NC(CC7=CNC8=CC=CC=C78)C(=O)NC(CC9=CNC%10=CC=CC=C9%10)C(=O)N%11CCCC%11C(=O)NC(CC%12=CNC%13=CC=CC=C%12%13)C(=O)N%14CCCC%14C(=O)N%15CCCC%15C(N)=O,16000
CCC(C)C(N)C(=O)NC(CC(C)C)C(=O)N1CCCC1C(=O)NC(CC2=CNC3=CC=CC=C23)C(=O)NC(CCCCN)C(=O)NC(CC4=CNC5=CC=CC=C45)C(=O)N6CCCC6C(=O)NC(CC7=CNC8=CC=CC=C78)C(=O)NC(CC9=CNC%10=CC=CC=C9%10)C(=O)N%11CCCC%11C(=O)NC(CC%12=CNC%13=CC=CC=C%12%13)C(=O)N%14CCCC%14C(N)=O,80000
CC(C)CC(N)C(=O)N1CCCC1C(=O)NC(CC2=CNC3=CC=CC=C23)C(=O)NC(CCCCN)C(=O)NC(CC4=CNC5=CC=CC=C45)C(=O)N6CCCC6C(=O)NC(CC7=CNC8=CC=CC=C78)C(=O)NC(CC9=CNC%10=CC=CC=C9%10)C(=O)N%11CCCC%11C(=O)NC(CC%12=CNC%13=CC=CC=C%12%13)C(=O)N%14CCCC%14C(=O)N%15CCCC%15C(N)=O,215000
CCC1=CC(C=NCCN=CC=2C=C(CC)SC2S)=C(S)S1,21000
OC(=O)C1=CC(CC2=CC=C(NC(=O)C3=CC=CC(=C3)[N+]([O-])=O)C(=C2)C(O)=O)=CC=C1NC(=O)C4=CC=CC(=C4)[N+]([O-])=O,13000
COC1=CC=C(NS(=O)(=O)C2=CC=CC(=C2)C(=O)NC3=CC=CC=C3C(O)=O)C=C1,355000
OC1=CC=C(C=NNC(=O)C2=CC(=NN2)C3CC3)C(O)=C1,177000
COC(=O)C1=CC(NS(=O)(=O)C2=CC=C(NCC3=CC=CN=C3)C(N)=C2)=CC(=C1)C(=O)OC,100000
COC1=CC=C(NS(=O)(=O)C2=CC=CC(=C2)C(=O)NC3=CC=CC=C3C(O)=O)C=C1,300000
OC1=CC=C(CC2=CC=C(NC(=O)C3=CC=CC=C3F)C(O)=C2)C=C1NC(=O)C4=CC=CC=C4F,100000
CC1=CC=C(NC(=O)C(=O)NCC2=CC=C(C=NNC(=O)C(=O)NC3=CC(Cl)=CC=C3C)O2)C=C1C,100000
COC1=CC(C=NNC(=O)C2=CC(=NN2)C3CC3)=CC=C1O,100000
OC(=O)C1=CC(NS(=O)(=O)C2=CC=C(NCCCN3CCOCC3)C(=C2)[N+]([O-])=O)=CC(=C1)C(O)=O,140000
CC(CC(=O)NC1=C(C)C=C(C)C=C1C)=NNC(=O)C2=CC=C(O)C=C2O,150000
OC(=O)C1=CC(NS(=O)(=O)C2=CC=C(NCCCN3CCOCC3)C(=C2)[N+]([O-])=O)=CC(=C1)C(O)=O,100000
COC(=O)C1=C(O)C(=CC2=CC=C(CNC(=O)C(=O)NC3=CC=C(C)C=C3)O2)NC1=C,81000
COC1=CC=C2N=C(SCC(=O)NC3=CC=C(O)C(=C3)C(O)=O)NC2=C1,100000
COC1=CC=C2N=C(SCC(=O)NC3=CC=C(O)C(=C3)C(O)=O)NC2=C1,100000
OC(COC1=CC=C(C(=O)C2=CC=CC=C2)C(O)=C1)COC3=CC=C(C(=O)C4=CC=CC=C4)C(O)=C3,100000
OC1=CC=C(CC2=CC=C(NC(=O)C3=CC=CC=C3F)C(O)=C2)C=C1NC(=O)C4=CC=CC=C4F,205000
COC1=CC=C(C=C1)C(=O)NC2=CC=C(CC3=CC=C(NC(=O)C4=CC=C(OC)C=C4)C(O)=C3)C=C2O,100000
OC1=CC=C(CC2=CC=C(NC(=O)C3=CC=CC=C3F)C(O)=C2)C=C1NC(=O)C4=CC=CC=C4F,100000
OC1=CC=C(CC2=CC=C(NC(=O)C3=CC=CC=C3F)C(O)=C2)C=C1NC(=O)C4=CC=CC=C4F,33000
O=C(NCC1=CC=CO1)C(=O)NCC2=CC=CC(CNC(=O)C(=O)NCC3=CC=CO3)=C2,1000000
O=C(NCC1=CC=CO1)C(=O)NCC2=CC=CC(CNC(=O)C(=O)NCC3=CC=CO3)=C2,100000
O=C(NCC1=CC=CO1)C(=O)NCC2=CC=CC(CNC(=O)C(=O)NCC3=CC=CO3)=C2,40000
O=C(NCC1=CC=CO1)C(=O)NCC2=CC=CC(CNC(=O)C(=O)NCC3=CC=CO3)=C2,100000
O=C(NCC1=CC=CO1)C2=CC(=CC(=C2)C(=O)NCC3=CC=CO3)C(=O)NCC4=CC=CO4,37000
COC1=CC=C(C=C1)C(=O)NC2=CC=C(CC3=CC=C(NC(=O)C4=CC=C(OC)C=C4)C(O)=C3)C=C2O,100000
CCOC(=O)C=1C=C(C(=O)OCC)C(=O)NC1SCC(=O)NC2=CC=C(Br)C=C2,100000
O=C(NCC1=CC=CO1)C2=CC(=CC(=C2)C(=O)NCC3=CC=CO3)C(=O)NCC4=CC=CO4,8000
CCOC(=O)C=1C=C(C(=O)OCC)C(=O)NC1SCC(=O)NC2=CC=C(Br)C=C2,100000
OC(=O)C1=CC(CC2=CC=C(NC(=O)C3=CC=CS3)C(=C2)C(O)=O)=CC=C1NC(=O)C4=CC=CS4,63000
OC(COC1=CC=C(C(=O)C2=CC=CC=C2)C(O)=C1)COC3=CC=C(C(=O)C4=CC=CC=C4)C(O)=C3,100000
OC(=O)C1=CC(CC2=CC=C(NC(=O)C3=CC=CC(=C3)[N+]([O-])=O)C(=C2)C(O)=O)=CC=C1NC(=O)C4=CC=CC(=C4)[N+]([O-])=O,15000
CC1=CC=C(NC(=O)C(=O)NCC2=CC=C(C=NNC(=O)C(=O)NC3=CC(Cl)=CC=C3C)O2)C=C1C,100000
CC1=CC=C(NC(=O)C(=O)NCC2=CC=C(C=NNC(=O)C(=O)NC3=CC(Cl)=CC=C3C)O2)C=C1C,510000
COC1=CC(C=NNC(=O)C2=CC(=NN2)C3CC3)=CC=C1O,100000
COC(=O)C1=CC(NS(=O)(=O)C2=CC=C(NCC3=CC=CN=C3)C(N)=C2)=CC(=C1)C(=O)OC,100000
COC(=O)C=1SC=CC1NC(=O)C2=CC=C(C=C2)C(=O)NC=3C=CSC3C(=O)OC,97000
CC1=CC=C(NC(=O)C(=O)NCC2=CC=C(C=NNC(=O)C(=O)NC3=CC(Cl)=CC=C3C)O2)C=C1C,70000
CC(CC(=O)NC1=C(C)C=C(C)C=C1C)=NNC(=O)C2=CC=C(O)C=C2O,1000000
OC1=CC=C(C=NNC(=O)C2=CC(=NN2)C3CC3)C(O)=C1,43000
OC(=O)C1=CC(NS(=O)(=O)C2=CC=C(NCC3=CC=CC=C3)C(=C2)[N+]([O-])=O)=CC(=C1)C(O)=O,66000
CCC1=CC(C=NCCN=CC=2C=C(CC)SC2S)=C(S)S1,100000
OC(=O)C1=CC(CC2=CC=C(NC(=O)C3=CC=CS3)C(=C2)C(O)=O)=CC=C1NC(=O)C4=CC=CS4,38000
CCC1=CC(C=NCCN=CC=2C=C(CC)SC2S)=C(S)S1,100000
CCC1=CC(C=NCCN=CC=2C=C(CC)SC2S)=C(S)S1,6000
OC1=CC(C=CS(=O)(=O)CS(=O)(=O)C=CC2=CC(O)=C(O)C(O)=C2)=CC(O)=C1O,1800
CC(=O)C1=CC(C=CS(=O)(=O)CS(=O)(=O)C=CC2=CC(C(C)=O)=C(C(C)=O)C(=C2)C(C)=O)=CC(C(C)=O)=C1C(C)=O,50000
CC(=O)C1=CC=C(C=CS(=O)(=O)CS(=O)(=O)C=CC2=CC=C(C(C)=O)C(=C2)C(C)=O)C=C1C(C)=O,70000
COC1=CC(C=CS(=O)(=O)CS(=O)(=O)C=CC2=CC=CC=C2)=CC(O)=C1O,80000
COC1=CC(C=CS(=O)(=O)CS(=O)(=O)C=CC2=CC(O)=C(O)C(OC)=C2)=CC(O)=C1O,50000
CC(=O)C1=CC(C=CS(=O)(=O)CS(=O)(=O)C=CC2=CC(C(C)=O)=C(C(C)=O)C(=C2)C(C)=O)=CC(C(C)=O)=C1C(C)=O,5000
COC1=CC(C=CS(=O)(=O)CS(=O)(=O)C=CC2=CC=CC=C2)=CC(O)=C1O,80000
O=S(=O)(CS(=O)(=O)C=CC1=CC=C(OCC2=CC=CC=C2)C(OCC3=CC=CC=C3)=C1)C=CC4=CC=C(OCC5=CC=CC=C5)C(OCC6=CC=CC=C6)=C4,700000
COC1=CC(C=CS(=O)(=O)CS(=O)(=O)C=CC2=CC=C(C(C)=O)C(OC)=C2)=CC=C1C(C)=O,1000000
OC1=CC=C(C=CS(=O)(=O)CS(=O)(=O)C=CC2=CC=C(O)C(O)=C2)C=C1O,4000
OC(=O)C(=O)CC(=O)C1=CC(OCC2=CC=CC=C2)=CC(OCC3=CC=CC=C3)=C1,1000000
COC1=CC(C=CS(=O)(=O)CS(=O)(=O)C=CC2=CC=CC=C2)=CC(C(C)=O)=C1C(C)=O,80000
COC1=CC(C=CS(=O)(=O)CS(=O)(=O)C=CC2=CC(O)=C(O)C(OC)=C2)=CC(O)=C1O,50000
CC(=O)C1=CC=C(C=CS(=O)(=O)CS(=O)(=O)C=CC2=CC=C(C(C)=O)C(=C2)C(C)=O)C=C1C(C)=O,70000
COC1=CC(C=CS(=O)(=O)CS(=O)(=O)C=CC2=CC(OC)=C(C(C)=O)C(=C2)C(C)=O)=CC(C(C)=O)=C1C(C)=O,30000
OC1=CC=C(C=CS(=O)(=O)CS(=O)(=O)C=CC2=CC=C(O)C(O)=C2)C=C1O,5000
COC1=CC(C=CS(=O)(=O)CS(=O)(=O)C=CC2=CC=CC=C2)=CC(C(C)=O)=C1C(C)=O,80000
COC1=CC(C=CS(=O)(=O)CS(=O)(=O)C=CC2=CC=C(C(C)=O)C(OC)=C2)=CC=C1C(C)=O,1000000
O=S(=O)(CS(=O)(=O)C=CC1=CC=C(OCC2=CC=CC=C2)C(OCC3=CC=CC=C3)=C1)C=CC4=CC=C(OCC5=CC=CC=C5)C(OCC6=CC=CC=C6)=C4,700000
COC1=CC(C=CS(=O)(=O)CS(=O)(=O)C=CC2=CC(OC)=C(C(C)=O)C(=C2)C(C)=O)=CC(C(C)=O)=C1C(C)=O,30000
OC=1C=C2C=C(O)C(=O)OC2=CC1O,2000
OC(=O)C=CC1=CC=C(OC2=CC3=CC(O)=C(O)C=C3OC2=O)C(O)=C1,2000
OC(=O)C(=O)CC(=O)C1=CN(CC2=CC=C(F)C=C2)C3=CC=CC=C13,5300
CCOC(=O)C(=O)CC(=O)C1=CN(CC2=CC=C(F)C=C2)C3=CC=C(OC)C=C13,130700
CC(C)OC(=O)C(=O)CC(=O)C1=CC=CN1CC2=CC=C(F)C=C2,100000
CCCCOC(=O)C(=O)CC(=O)C1=CC=CN1CC2=CC=C(F)C=C2,100000
OC(=O)C(=O)CC(=O)C1=CN(CC2=CC=C(F)C=C2)C3=CC=C(Cl)C=C13,1590
OC(=O)C(=O)CC(=O)C1=CC=C(C=C1)C(=O)CC(=O)C(O)=O,1280
COC1=CC=C2N(CC3=CC=CC=C3)C=C(C(=O)CC(=O)C(O)=O)C2=C1,2160
ClC1=CC=C2NC=C(C(=O)CC(=O)C3=NN=CN3)C2=C1,2000
OC(=O)C(=O)CC(=O)C1=CN(CC2=CC=CC=C2)C3=CC=CC=C13,8280
O=C(CC(=O)C1=CNC2=CC=CC=C12)C3=NN=NN3,1950
OC(=O)C(=O)CC(=O)C1=CC=CC(=C1)C(=O)CC(=O)C(O)=O,1800
CCOC(=O)C(=O)CC(=O)C1=CN(CC2=CC=CC=C2)C3=CC=C(Cl)C=C13,10190
OC(=O)C(=O)CC(=O)C1=CC=CC(NC(=O)C2=CC=CC=C2)=C1,35000
CCOC(=O)C(=O)CC(=O)C1=CN(CC2=CC=CC=C2)C3=CC=CC=C13,286200
OC(=O)C(=O)CC(=O)C1=CC=C(OC2=CC=CC=C2)C=C1,11400
CCOC(=O)C(=O)CC(=O)C1=CN(CC2=CC=C(F)C=C2)C3=CC=CC=C13,272200
CCOC(=O)C(=O)CC(=O)C1=CN(CC2=CC=CC=C2)C3=CC=CC=C13,5400
OC(=O)C(=O)CC(=O)C1=CNC2=CC=CC=C12,1430
OC(=O)C(=O)CC(=O)C1=CC=NC2=CC=CC=C12,100000
OC(=O)C(=O)CC(=O)C1=CC=CC=C1,24200
OC(=O)C(=O)CC(=O)C1=CC=CC(Br)=C1,2500
CCOC(=O)C(=O)CC(=O)C1=CN(CC2=CC=C(F)C=C2)C3=CC=CC=C13,1500
CCOC(=O)C(=O)CC(=O)C1=CN(CC2=CC=C(F)C=C2)C3=CC=CC=C13,1200
CCOC(=O)C(=O)CC(=O)C1=CN(CC2=CC=C(F)C=C2)C3=CC=C(Cl)C=C13,11470
CCOC(=O)C(=O)CC(=O)C1=CN(CC2=CC=CC=C2)C3=CC=C(OC)C=C13,162500
CCC(=O)C(=O)CC(=O)C1=CNC2=CC=C(Cl)C=C12,6900
COC1=CC=C2N(CC3=CC=C(F)C=C3)C=C(C(=O)CC(=O)C(O)=O)C2=C1,2710
COC(NC1=CC(Cl)=C(C=C1Cl)[N+]([O-])=O)C2=CC=C3C=CC=C(O)C3=N2,230000
CC1=CC=C2C(=CC=C(O)C2=N1)N=O,333000
OC(=O)C1=CC=C2C=CC(C=CC3=CC=CC(Cl)=C3)=NC2=C1,230000
OC1=CC=CC2=CC=C(C=CC3=CC=CC(Cl)=C3)N=C12,230000
OC1=CC(O)=CC(=C1)C(=O)NN=CC2=CC=C(C=NNC(=O)C3=CC(O)=CC(O)=C3)C=C2,76000
OC1=CC(O)=CC(=C1)C(=O)NN=CC2=CC=C(C=NNC(=O)C3=CC(O)=CC(O)=C3)C=C2,56000
CC(=O)C=1C=C(SC1NC2=CC=CC=C2)C(=O)CC(=O)NC3=CC=C(C=C3)[N+]([O-])=O,28000
CC(C)CN1C2=CC=CC=C2C(O)=C(C(=O)NC3=CC=CC=C3S(N)(=O)=O)C1=O,40000
COC1=CC=C(C=C1[N+]([O-])=O)C(=O)NC2=CC=C(O)C(=C2)C3=NC4=CC=CC=C4O3,6000
CC1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC=C2N=CC=3SC4=CC=CC=C4C3O,68000
OC1=CC=C(NC(=O)C2=CC=CC3=CC=CC=C23)C=C1C4=NC5=CC=CC=C5O4,14000
CC1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC=C2N=CC=3SC4=CC=CC=C4C3O,88000
CC(=O)C=1C=C(SC1NC2=CC=CC=C2)C(=O)CC(=O)NC3=CC=C(C=C3)[N+]([O-])=O,80000
CC(C)CN1C2=CC=CC=C2C(O)=C(C(=O)NC3=CC=CC=C3S(N)(=O)=O)C1=O,16000
COC1=CC=C(C=C1[N+]([O-])=O)C(=O)NC2=CC=C(O)C(=C2)C3=NC4=CC=CC=C4O3,7000
COC1=CC(CN=NC2=NC(O)=C(CC(=O)NC3=CC=C(Cl)C(Cl)=C3)S2)=CC=C1O,38000
COC1=CC(CN=NC2=NC(O)=C(CC(=O)NC3=CC=C(Cl)C(Cl)=C3)S2)=CC=C1O,89000
CC1=CC=C(C=C1)C(=O)NC(=CC2=CC=C(O2)C3=CC=C(Cl)C=C3Cl)C(=O)NCCCO,1000000
CC1=CC=C(C=C1)C(=O)NC(=CC2=CC=C(O2)C3=CC=C(Cl)C=C3Cl)C(=O)NCCCO,85000
COC1=CC=C(CCNC(=O)CC(=O)NN=CC2=CC=CO2)C=C1OC,90000
COC1=CC=C(CCNC(=O)CC(=O)NN=CC2=CC=CO2)C=C1OC,100000
OC1=CC=C(Br)C=C1C=NNC(=O)CSC2=NC3=CC=CC=C3N2CC4=CC=CC=C4,51000
COC1=CC=C(C=C1Cl)N(CC(=O)NN=CC2=C(O)C=CC3=CC=CC=C23)S(C)(=O)=O,95000
OC1=CC=C(Br)C=C1C=NNC(=O)CSC2=NC3=CC=CC=C3N2CC4=CC=CC=C4,60000
COC1=CC=C(C=C1Cl)N(CC(=O)NN=CC2=C(O)C=CC3=CC=CC=C23)S(C)(=O)=O,59000
OC1=CC=C(NC(=O)C2=CC=CN=C2)C=C1C3=NC4=CC(Cl)=CC=C4O3,10000
ClC1=CC=C(SCC2=CC(=O)NC(SCC(=O)NC3=CC=C(Cl)C=C3Cl)=N2)C=C1,24000
OC1=CC=CC=C1NC(=S)NC(=O)C=CC2=CC=CO2,57000
CC1=CC=C(C=C1)C(=O)C2C(N(CCCC3=CN=CN3)C(=O)C2=O)C4=CC=C(Cl)C=C4,67000
CC(=O)C=1C=C(SC1NC2=CC=CC=C2)C(=O)CC(=O)NC3=CC=CC=C3,100000
OC=1NC2=CC=C(Br)C=C2C1N=NC(=O)C(=O)CC(=O)C3=CC=C(Cl)C=C3,28000
OC(=O)C1=CC=CC(NC(=O)CC2SC3=CC=CC=C3NC2=O)=C1,79000
COC1=CC=C2OC(=O)C(=CC2=C1)C3=CSC(N=NCC4=CC=CC=C4O)=N3,10000
OC(CN=CC1=CC=CC=C1O)CN=CC2=CC=CC=C2O,61000
ClC1=CC=C(C=CC(=O)NC2=CC=C(NC(=O)C3=CC=CO3)C=C2)C=C1,91000
CCSC1=NN=C(S1)N2C(=O)C3=CC=C(C=C3C2=O)C(=O)C4=CC=C(C=C4)C(O)=O,98000
CCOC(=O)C1=C(NC(NC(=O)C2=CC=CO2)C(=O)C3=CC=C(C)C=C3)SC=C1C4=CC=CC=C4,79000
OC1=CC=C(NC(=O)C2=CC=CC3=CC=CC=C23)C=C1C4=NC5=CC=CC=C5O4,6000
CCOC(=O)CCC1=CC(C(=O)OCC)=C(CCC(=O)OCC)C=C1C(=O)OCC,100000
CC=1NN(C2=CC=CC=C2)C(=O)C1C(C3=C(C)N(C)N(C4=CC=CC=C4)C3=O)C5=CC=C(O)C(O)=C5,31000
CC(=O)C=1C=C(SC1NC2=CC=CC=C2)C(=O)CC(=O)NC3=CC=CC(=C3)[N+]([O-])=O,97000
OC(=O)C1=CC(NC(=O)CC2=CC=CC=C2)=C(C=C1NC(=O)CC3=CC=CC=C3)C(O)=O,9000
OC(=O)C1=CC(NC(=O)CC2=CC=CC=C2)=C(C=C1NC(=O)CC3=CC=CC=C3)C(O)=O,7000
OC(=O)C=1N=CNC1C(=O)NC2=CC=C(Br)C=C2C(=O)C3=CC=CC=C3,16000
COC(=O)C1=CC=C(C(=O)OC)C(NC(=O)C2=CC=C(C)C(=C2)[N+]([O-])=O)=C1,92000
OC(=O)C=1N=CNC1C(=O)NC2=CC=C(Br)C=C2C(=O)C3=CC=CC=C3,17000
OC(=O)C(CC1=CNC2=CC=CC=C12)NS(=O)(=O)C3=CC=CC=C3[N+]([O-])=O,56000
OC(=O)C(CC1=CNC2=CC=CC=C12)NS(=O)(=O)C3=CC=CC=C3[N+]([O-])=O,88000
CC(=O)C=1C=C(SC1NC2=CC=CC=C2)C(=O)CC(=O)NC3=CC=CC(=C3)[N+]([O-])=O,29000
OC(=O)C1=CC(NC(=O)C2=CC=CC3=CC=CC=C23)=C(C=C1NC(=O)C4=CC=CC5=CC=CC=C45)C(O)=O,21000
OC=1NC2=CC=C(F)C=C2C1N=NC(=O)C(NC(=O)C3=CC=CC=C3)=CC=CC4=CC=CC=C4,38000
OC=1NC2=CC=C(F)C=C2C1N=NC(=O)C(NC(=O)C3=CC=CC=C3)=CC=CC4=CC=CC=C4,60000
OC(=O)C1=CC(NC(=O)C2=CC=CC3=CC=CC=C23)=C(C=C1NC(=O)C4=CC=CC5=CC=CC=C45)C(O)=O,28000
OC1=CC=C(Br)C=C1C=NNC(=O)C(NC(=O)C2=CC=CC=C2)=CC=CC3=CC=CC=C3,90000
OC1=CC=C(Br)C=C1C=NNC(=O)C(NC(=O)C2=CC=CC=C2)=CC=CC3=CC=CC=C3,23000
OC1=CC=C(NC(=O)C=CC2=CC=C(O2)C3=CC=CC=C3[N+]([O-])=O)C=C1C4=NC5=CC=CC=C5O4,23000
OC1=CC=C(NC(=O)C=CC2=CC=C(O2)C3=CC=CC=C3[N+]([O-])=O)C=C1C4=NC5=CC=CC=C5O4,63000
CC=1NN(C2=CC=CC=C2)C(=O)C1C(C3=C(C)N(C)N(C4=CC=CC=C4)C3=O)C5=CC=C(O)C(O)=C5,89000
OC=1NC2=CC=C(Br)C=C2C1N=NC(=O)C(=O)CC(=O)C3=CC=C(Cl)C=C3,42000
OC1=CC=CC=C1NC(=S)NC(=O)C=CC2=CC=CO2,28000
ClC1=CC=C(SCC2=CC(=O)NC(SCC(=O)NC3=CC=C(Cl)C=C3Cl)=N2)C=C1,34000
OC(=O)C1=CC=CC(NC(=O)CC2SC3=CC=CC=C3NC2=O)=C1,71000
COC1=CC=C2OC(=O)C(=CC2=C1)C3=CSC(N=NCC4=CC=CC=C4O)=N3,30000
OC1=CC=C(NC(=O)C2=CC=CN=C2)C=C1C3=NC4=CC(Cl)=CC=C4O3,61000
CC(=O)C=1C=C(SC1NC2=CC=CC=C2)C(=O)CC(=O)NC3=CC=CC=C3,100000
CC1=CC=C(C=C1)C(=O)C2C(N(CCCC3=CN=CN3)C(=O)C2=O)C4=CC=C(Cl)C=C4,93000
OC(CN=CC1=CC=CC=C1O)CN=CC2=CC=CC=C2O,97000
CCSC1=NN=C(S1)N2C(=O)C3=CC=C(C=C3C2=O)C(=O)C4=CC=C(C=C4)C(O)=O,65000
ClC1=CC=C(C=CC(=O)NC2=CC=C(NC(=O)C3=CC=CO3)C=C2)C=C1,90000
CCOC(=O)C1=C(NC(NC(=O)C2=CC=CO2)C(=O)C3=CC=C(C)C=C3)SC=C1C4=CC=CC=C4,100000
CCOC(=O)CCC1=CC(C(=O)OCC)=C(CCC(=O)OCC)C=C1C(=O)OCC,94000
COC(=O)C1=CC=C(C(=O)OC)C(NC(=O)C2=CC=C(C)C(=C2)[N+]([O-])=O)=C1,100000
OC(=O)C(=O)C=C(O)C1=CN(CC2=CC=C(F)C=C2)C(=O)N(CC3=CC=C(F)C=C3)C1=O,3900
OC(=O)C(=O)C=C(O)C1=CN(CC2=CC=CC=C2)C(=O)N(CC3=CC=CC=C3)C1=O,3700
OC(=O)C(=O)CC(=O)C1=CN(CC2=CC=CC=C2)C(=O)NC1=O,10000
OC(=O)C(=O)C=C(O)C1=CN(CC2=CC=CC=C2F)C(=O)N(CC3=CC=CC=C3F)C1=O,4100
OC(=O)C(=O)CC(=O)C1=NC2=CN=CN=C2N1CC3=CC=CC=C3,10000
OC(=O)C(=O)CC(=O)C1=NC=2N(CC3=CC=CC=C3)C=NC2C(=O)N1CC4=CC=CC=C4,2700
OC(=O)C(=O)C=C(O)C1=NC2=C(N=CN(CC3=CC=CC=C3)C2=O)N1CC4=CC=CC=C4,4100
OC(=O)C(=O)CC(=O)C1=NC2=CN=CN=C2N1CC3=CC=CC=C3,100000
OC(=O)C(=O)CC(=O)C1=NC=2N(CC3=CC=CC=C3)C=NC2C(=O)N1CC4=CC=CC=C4,30000
OC(=O)C(=O)C=C(O)C1=NC2=C(N=CN(CC3=CC=CC=C3)C2=O)N1CC4=CC=CC=C4,31500
OC(=O)C(=O)CC(=O)C1=NC=NC=2N(CC3=CC=CC=C3)C=NC12,790000
OC(=O)C(=O)CC(=O)C1=NC=NC=2N(CC3=CC=CC=C3)C=NC12,1000000
OC(=O)C1=CN(C2CC2)C3=CC(N4CCNCC4)=C(F)C=C3C1=O,100000
OC(=O)C1=CN=C2C=CC(CC3=CC=CC=C3)=CC2=C1O,1600
COC1=CC=C(C=C1OC)C2C(C(=O)C3=CC=C(F)C=C3)C(=O)C(=O)N2CCN(C)C,1000000
COC1=CC=C(C=C1OC)C2C(C(=O)C3=CC=C(F)C=C3)C(=O)C(=O)N2CCN(C)C,1000000
COC=1C=CC=C2C=C(C3=CSC(NC4=CC=CC(O)=C4)=N3)C(=O)OC12,100000
FC1=CC=C(C=C1)C(=O)C2C(N(CCCN3CCOCC3)C(=O)C2=O)C4=CC=CC=C4F,1000000
COC1=CC=C(C=C1)C(=O)C2C(N(CCN3CCNCC3)C(=O)C2=O)C4=CC=CC=C4F,630000
COC=1C=CC=C2C=C(C3=CSC(NC4=CC=CC(O)=C4)=N3)C(=O)OC12,100000
COC(=O)C1=C(NC(=O)CC2NC3=CC=CC=C3NC2=O)SC=4CCCCC14,100000
COC1=CC(=CC=C1OCC(O)=O)C(C2=CNC3=CC=CC=C23)C4=CNC5=CC=CC=C45,100000
COC1=CC=C(C=C1)C(=O)C2C(N(CCN3CCNCC3)C(=O)C2=O)C4=CC=CC=C4F,1000000
COC1=CC(=CC=C1OCC(O)=O)C(C2=CNC3=CC=CC=C23)C4=CNC5=CC=CC=C45,100000
COC(=O)C1=C(NC(=O)CC2NC3=CC=CC=C3NC2=O)SC=4CCCCC14,100000
CCOC(=O)C1=C(NC(=O)CC2SC3=CC=C(C=C3NC2=O)C(F)(F)F)SC=4CCCCC14,100000
CCOC(=O)C1=C(NC(=O)CC2SC3=CC=C(C=C3NC2=O)C(F)(F)F)SC=4CCCCC14,100000
NCCCCCCNC(=O)C1=C(O)C2=CC=CC=C2OC1=O,100000
NCCCCCCNC(=O)C1=C(O)C2=CC=CC=C2OC1=O,100000
CN(C)CCCN1C(C(C(=O)C2=CC=CS2)C(=O)C1=O)C3=CC=CS3,100000
FC1=CC=C(C=C1)C(=O)C2C(N(CCCN3CCOCC3)C(=O)C2=O)C4=CC=CC=C4F,1000000
CN(C)CCCN1C(C(C(=O)C2=CC=CS2)C(=O)C1=O)C3=CC=CS3,100000
COCCCNS(=O)(=O)C1=CC=C(OC2=CC(O)=C3C(=O)C4=CC=CC=C4C(=O)C3=C2O)C=C1,100000
COCCCNS(=O)(=O)C1=CC=C(OC2=CC(O)=C3C(=O)C4=CC=CC=C4C(=O)C3=C2O)C=C1,23000
OC(=O)CCC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC2=CC=C(F)C=C2,100000
OC(=O)CCC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC2=CC=C(F)C=C2,100000
CCOC(=O)C1=C(O)C(=CC2=CC=C(CNC(=O)C(=O)NC3=CC=CC=C3)O2)NC1=C,100000
COC1=CC=C(C2C(C(=O)C3=CC=CO3)C(=O)C(=O)N2CCN4CCOCC4)C(OC)=C1,395000
OC(=O)CCC(=O)NC1=CC=C(Cl)C(NC(=O)CC2=CC=CC=C2)=C1,100000
CCN(CC)CCN1C(C(C(=O)C2=CC=CC=C2)C(=O)C1=O)C3=CC=C(OC)C=C3OC,1000000
